USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
MO,29201,00758553,Scott County,1087765673,15199711,419.989,5.869,37.047793,-89.568098
MO,29203,00758554,Shannon County,2599883711,464011,1003.821,0.179,37.152498,-91.391328
MO,29205,00758555,Shelby County,1297230230,3764605,500.863,1.454,39.797531,-92.088719
MO,29207,00758556,Stoddard County,2132125025,15031190,823.218,5.804,36.851557,-89.947481
MO,29209,00758557,Stone County,1201848048,121059168,464.036,46.741,36.751004,-93.473701
MO,29211,00758558,Sullivan County,1678264468,9123184,647.982,3.522,40.209587,-93.109783
MO,29213,00758559,Taney County,1638012282,49727410,632.440,19.200,36.649827,-93.042819
MO,29215,00758560,Texas County,3049104544,5071080,1177.266,1.958,37.314257,-91.964478
MO,29217,00758561,Vernon County,2140348948,27015775,826.393,10.431,37.850196,-94.341597
MO,29219,00758562,Warren County,1110070560,23748217,428.601,9.169,38.761902,-91.159306
MO,29221,00758563,Washington County,1968056216,6778977,759.871,2.617,37.942611,-90.897018
MO,29223,00758564,Wayne County,1966257795,38558983,759.176,14.888,37.112319,-90.452378
MO,29225,00758565,Webster County,1534730291,3110547,592.563,1.201,37.280804,-92.876080
MO,29227,00758566,Worth County,690523564,535323,266.613,0.207,40.480192,-94.418748
MO,29229,00758567,Wright County,1765780148,3533325,681.772,1.364,37.267636,-92.480010
MO,29510,00767557,St. Louis city,160458044,10670040,61.953,4.120,38.635699,-90.244582
MT,30001,01719627,Beaverhead County,14355494309,78345572,5542.688,30.249,45.133863,-112.892869
MT,30003,01716521,Big Horn County,12942419269,49256421,4997.096,19.018,45.407869,-107.518163
MT,30005,01722470,Blaine County,10948196441,29079150,4227.122,11.228,48.428282,-108.967648
MT,30007,01719625,Broadwater County,3088128102,118543478,1192.333,45.770,46.329849,-111.497873
MT,30009,01720111,Carbon County,5304259855,34681612,2047.986,13.391,45.224475,-109.028551
MT,30011,01688746,Carter County,8651796925,19499108,3340.478,7.529,45.516825,-104.515324
MT,30013,01719622,Cascade County,6988276640,34358092,2698.189,13.266,47.316443,-111.350571
MT,30015,01719619,Chouteau County,10288773071,62617603,3972.518,24.177,47.886837,-110.436189
MT,30017,01720109,Custer County,9798813338,25522662,3783.343,9.854,46.261481,-105.550508
MT,30019,01637566,Daniels County,3693357584,1021697,1426.013,0.394,48.794429,-105.541739
MT,30021,01715632,Dawson County,6143864274,29279964,2372.159,11.305,47.272425,-104.901027
MT,30023,01719617,Deer Lodge County,1907997131,12199241,736.682,4.710,46.094612,-113.141624
MT,30025,01688745,Fallon County,4197205011,5915331,1620.550,2.284,46.318184,-104.405718
MT,30027,01719614,Fergus County,11238810568,27700322,4339.329,10.695,47.223641,-109.223714
MT,30029,01719611,Flathead County,13175875606,437083869,5087.234,168.759,48.314575,-114.054533
MT,30031,01720053,Gallatin County,6746211520,75237113,2604.727,29.049,45.518054,-111.163921
MT,30033,01716058,Garfield County,12112230876,446866747,4676.559,172.536,47.280033,-106.986706
MT,30035,01719607,Glacier County,7756748578,106139963,2994.897,40.981,48.705671,-112.990502
MT,30037,01723078,Golden Valley County,3041740414,2621792,1174.423,1.012,46.380624,-109.174586
MT,30039,01719605,Granite County,4473328243,14547083,1727.162,5.617,46.395955,-113.427356
MT,30041,01720048,Hill County,7509316053,44201872,2899.363,17.066,48.631959,-110.106321
MT,30043,01720045,Jefferson County,4291244804,6624498,1656.859,2.558,46.124246,-112.059424
MT,30045,01719602,Judith Basin County,4842466683,2066731,1869.687,0.798,47.032558,-110.305320
MT,30047,01796943,Lake County,3860279619,423557220,1490.462,163.536,47.642901,-114.083687
MT,30049,00793926,Lewis and Clark County,8957583813,101077021,3458.543,39.026,47.122034,-112.382924
MT,30051,01720036,Liberty County,3703660708,44389510,1429.991,17.139,48.559654,-111.036924
MT,30053,01720038,Lincoln County,9356865944,161078674,3612.706,62.193,48.552385,-115.463185
MT,30055,01716270,McCone County,6843263531,103093129,2642.199,39.804,47.629628,-105.757222
MT,30057,01720033,Madison County,9293313960,39816836,3588.169,15.373,45.325278,-111.913781
MT,30059,01719600,Meagher County,6194911314,7474581,2391.869,2.886,46.585700,-110.921740
MT,30061,01720030,Mineral County,3158803511,9897206,1219.621,3.821,47.154909,-115.064849
MT,30063,01719596,Missoula County,6715977352,64471601,2593.053,24.893,47.027263,-113.892681
MT,30065,01719593,Musselshell County,4840572325,7124119,1868.956,2.751,46.505281,-108.439763
MT,30067,01720027,Park County,7259224503,27025613,2802.802,10.435,45.421905,-110.532798
MT,30069,01719590,Petroleum County,4288047827,48927318,1655.625,18.891,47.141917,-108.226575
MT,30071,01720023,Phillips County,13313721482,185549184,5140.457,71.641,48.250143,-107.928897
MT,30073,01719587,Pondera County,4207608907,43980131,1624.567,16.981,48.230312,-112.219928
MT,30075,01719584,Powder River County,8542289018,1565958,3298.196,0.605,45.408926,-105.555344
MT,30077,01720021,Powell County,6024448201,16220808,2326.053,6.263,46.844225,-112.931100
MT,30079,01715847,Prairie County,4497780354,15092932,1736.603,5.827,46.812384,-105.503994
MT,30081,01719582,Ravalli County,6192617169,24247021,2390.983,9.362,46.079298,-114.119065
MT,30083,01715338,Richland County,5398317072,49588405,2084.302,19.146,47.785513,-104.563387
MT,30085,01669428,Roosevelt County,6097930309,37820803,2354.424,14.603,48.282747,-104.995170
MT,30087,01716795,Rosebud County,12972203125,43041228,5008.596,16.618,46.173360,-106.666410
MT,30089,01719578,Sanders County,7149422259,76377026,2760.407,29.489,47.756500,-115.180295
MT,30091,01677577,Sheridan County,4340302863,75079144,1675.800,28.988,48.705523,-104.533913
MT,30093,01719575,Silver Bow County,1859564311,1522160,717.982,0.588,45.895959,-112.660222
MT,30095,01719572,Stillwater County,4653284930,23998969,1796.643,9.266,45.658903,-109.382098
MT,30097,01719569,Sweet Grass County,4805632555,17639847,1855.465,6.811,45.811292,-109.944796
MT,30099,01720018,Teton County,5883425220,52657911,2271.603,20.331,47.819035,-112.281725
MT,30101,01719566,Toole County,4959885520,78009540,1915.023,30.120,48.645052,-111.733493
MT,30103,01719563,Treasure County,2532492035,17149961,977.801,6.622,46.209558,-107.280369
MT,30105,01678923,Valley County,12758543078,351470583,4926.101,135.704,48.349850,-106.670424
MT,30107,01719560,Wheatland County,3684208673,13010925,1422.481,5.024,46.497047,-109.857147
MT,30109,01696629,Wibaux County,2301488703,1756850,888.610,0.678,46.962966,-104.274518
MT,30111,01719558,Yellowstone County,6820731017,39864561,2633.499,15.392,45.936987,-108.276656
NE,31001,00835823,Adams County,1458869092,2481410,563.273,0.958,40.520632,-98.500044
NE,31003,00835824,Antelope County,2220183807,3558463,857.218,1.374,42.183225,-98.058037
NE,31005,00835825,Arthur County,1852759732,7644719,715.355,2.952,41.571944,-101.695898
NE,31007,00835826,Banner County,1932676832,397069,746.211,0.153,41.539750,-103.726263
NE,31009,00835827,Blaine County,1840674139,9443900,710.688,3.646,41.925230,-99.990771
NE,31011,00835828,Boone County,1778166035,1718583,686.554,0.664,41.703934,-98.070476
NE,31013,00835991,Box Butte County,2784994727,6588657,1075.293,2.544,42.210380,-103.081779
NE,31015,00835829,Boyd County,1398425586,11890320,539.935,4.591,42.894448,-98.773022
NE,31017,00835830,Brown County,3163296234,9814399,1221.356,3.789,42.359562,-99.923920
NE,31019,00835831,Buffalo County,2507357646,18914605,968.096,7.303,40.855226,-99.074983
NE,31021,00835832,Burt County,1273201442,14186180,491.586,5.477,41.854179,-96.337746
NE,31023,00835833,Butler County,1514884892,15309110,584.900,5.911,41.226072,-97.132039
NE,31025,00835834,Cass County,1443783556,21868234,557.448,8.443,40.909878,-96.140609
NE,31027,00835835,Cedar County,1917398594,14335219,740.312,5.535,42.604511,-97.256824
NE,31029,00835836,Chase County,2316533465,7978174,894.419,3.080,40.530390,-101.694192
NE,31031,00835837,Cherry County,15437679913,126677223,5960.522,48.910,42.571323,-101.047653
NE,31033,00835838,Cheyenne County,3098367771,292549,1196.287,0.113,41.214236,-103.011929
NE,31035,00835839,Clay County,1482222907,3234878,572.289,1.249,40.523669,-98.051050
NE,31037,00835840,Colfax County,1066164680,12607136,411.649,4.868,41.574960,-97.088945
NE,31039,00835841,Cuming County,1477895811,10447360,570.619,4.034,41.915865,-96.788517
NE,31041,00835842,Custer County,6670757589,932956,2575.594,0.360,41.393893,-99.726866
NE,31043,00835843,Dakota County,684416193,8199775,264.255,3.166,42.391645,-96.561356
NE,31045,00835844,Dawes County,3616823880,11921995,1396.464,4.603,42.711214,-103.134872
NE,31047,00835845,Dawson County,2623947385,16371626,1013.112,6.321,40.867378,-99.815154
NE,31049,00835846,Deuel County,1139208969,2230956,439.851,0.861,41.111903,-102.332609
NE,31051,00835847,Dixon County,1233434227,17271581,476.232,6.669,42.485280,-96.855862
NE,31053,00835848,Dodge County,1369377419,36983845,528.720,14.280,41.577008,-96.645853
NE,31055,00835849,Douglas County,850767845,28136519,328.483,10.864,41.297091,-96.154066
NE,31057,00835850,Dundy County,2381956152,3046330,919.678,1.176,40.180165,-101.681133
NE,31059,00835851,Fillmore County,1490202786,2989990,575.371,1.154,40.525040,-97.596705
NE,31061,00835852,Franklin County,1491355770,487899,575.816,0.188,40.183203,-98.962080
NE,31063,00835853,Frontier County,2524180467,14212842,974.592,5.488,40.530947,-100.406683
NE,31065,00835854,Furnas County,1862542307,3915843,719.132,1.512,40.191865,-99.909663
NE,31067,00835855,Gage County,2205277881,22010737,851.463,8.498,40.255234,-96.683453
NE,31069,00835856,Garden County,4414069977,68874632,1704.282,26.593,41.633364,-102.302985
NE,31071,00835857,Garfield County,1475754369,4125559,569.792,1.593,41.906868,-98.951231
NE,31073,00835858,Gosper County,1186616240,11831826,458.155,4.568,40.509095,-99.823206
NE,31075,00835859,Grant County,2010410702,18130867,776.224,7.000,41.913957,-101.755965
NE,31077,00835860,Greeley County,1475804206,2188873,569.811,0.845,41.567571,-98.530565
NE,31079,00835861,Hall County,1414817883,15229247,546.264,5.880,40.866027,-98.502664
NE,31081,00835862,Hamilton County,1403528266,7341100,541.905,2.834,40.872817,-98.022329
NE,31083,00835863,Harlan County,1433471291,53339808,553.466,20.595,40.178766,-99.403418
NE,31085,00835864,Hayes County,1846821514,570786,713.062,0.220,40.537234,-101.047963
NE,31087,00835865,Hitchcock County,1838742723,22103380,709.943,8.534,40.176896,-101.044217
NE,31089,00835866,Holt County,6248083634,13201503,2412.399,5.097,42.459287,-98.784766
NE,31091,00835867,Hooker County,1867796194,882994,721.160,0.341,41.918700,-101.116810
NE,31093,00835868,Howard County,1474578442,16199404,569.338,6.255,41.216851,-98.513342
NE,31095,00835869,Jefferson County,1476728674,14239894,570.168,5.498,40.175736,-97.143103
NE,31097,00835870,Johnson County,973968227,1766531,376.051,0.682,40.395010,-96.265367
NE,31099,00835871,Kearney County,1337063630,274634,516.243,0.106,40.509120,-98.947602
NE,31101,00835872,Keith County,2749531884,124672175,1061.600,48.136,41.194245,-101.644449
NE,31103,00835873,Keya Paha County,2002257567,2192458,773.076,0.847,42.875480,-99.718351
NE,31105,00835874,Kimball County,2465269098,1448446,951.846,0.559,41.199274,-103.703153
NE,31107,00835875,Knox County,2870614960,81251136,1108.351,31.371,42.634404,-97.891349
NE,31109,00835876,Lancaster County,2169240199,22877180,837.548,8.833,40.783547,-96.688658
NE,31111,00835877,Lincoln County,6640892375,28630225,2564.063,11.054,41.050322,-100.744481
NE,31113,00835878,Logan County,1478003936,1203586,570.661,0.465,41.542155,-100.443665
NE,31115,00835879,Loup County,1471803707,7275368,568.267,2.809,41.897665,-99.509776
NE,31117,00835881,McPherson County,2224733583,2680669,858.974,1.035,41.648414,-101.120851
NE,31119,00835880,Madison County,1483396631,7013731,572.743,2.708,41.909929,-97.606856
NE,31121,00835882,Merrick County,1258350313,28301129,485.852,10.927,41.169801,-98.031051
NE,31123,00835883,Morrill County,3687723999,15598670,1423.838,6.023,41.732204,-102.990594
NE,31125,00835884,Nance County,1143826264,17085923,441.634,6.597,41.402385,-97.991408
NE,31127,00835885,Nemaha County,1055100609,5769943,407.377,2.228,40.385236,-95.853056
NE,31129,00835886,Nuckolls County,1489645187,1718484,575.155,0.664,40.176492,-98.046842
NE,31131,00835887,Otoe County,1594475628,8775373,615.631,3.388,40.637992,-96.131027
NE,31133,00835888,Pawnee County,1116478188,4852361,431.075,1.874,40.137850,-96.245225
NE,31135,00835889,Perkins County,2287828019,2840176,883.335,1.097,40.857646,-101.627468
NE,31137,00835890,Phelps County,1398048574,1646534,539.790,0.636,40.516365,-99.406557
NE,31139,00835891,Pierce County,1484707285,3481943,573.249,1.344,42.271413,-97.610992
NE,31141,00835892,Platte County,1745758247,27319783,674.041,10.548,41.576866,-97.513467
NE,31143,00835893,Polk County,1135309850,5947394,438.346,2.296,41.187925,-97.570663
NE,31145,00835894,Red Willow County,1856984023,2643458,716.986,1.021,40.169420,-100.468576
NE,31147,00835895,Richardson County,1429258642,7077617,551.840,2.733,40.123743,-95.718603
NE,31149,00835896,Rock County,2611466209,8807750,1008.293,3.401,42.394749,-99.420851
NE,31151,00835897,Saline County,1486698709,5934626,574.018,2.291,40.516802,-97.131755
NE,31153,00835898,Sarpy County,619060039,22021686,239.020,8.503,41.115064,-96.109125
NE,31155,00835899,Saunders County,1943097564,24827641,750.234,9.586,41.223152,-96.640923
NE,31157,00835900,Scotts Bluff County,1915039163,15437668,739.401,5.961,41.850331,-103.701549
NE,31159,00835901,Seward County,1479990669,11547536,571.428,4.459,40.871944,-97.140383
NE,31161,00835902,Sheridan County,6321834104,74941797,2440.874,28.935,42.512289,-102.368280
NE,31163,00835903,Sherman County,1465489243,15062146,565.829,5.816,41.218743,-98.972849
NE,31165,00835904,Sioux County,5352538105,1872668,2066.627,0.723,42.470612,-103.732111
NE,31167,00835905,Stanton County,1108381539,7908771,427.949,3.054,41.905045,-97.177109
NE,31169,00835906,Thayer County,1486153355,3025340,573.807,1.168,40.173845,-97.596263
NE,31171,00835907,Thomas County,1846403578,2028358,712.900,0.783,41.848620,-100.506911
NE,31173,00835908,Thurston County,1019377255,6458661,393.584,2.494,42.154061,-96.533943
NE,31175,00835909,Valley County,1471237003,6242699,568.048,2.410,41.564094,-98.983484
NE,31177,00835910,Washington County,1009985949,8387724,389.958,3.239,41.533973,-96.224577
NE,31179,00835911,Wayne County,1147143902,1087702,442.915,0.420,42.210746,-97.126243
NE,31181,00835912,Webster County,1489017970,337241,574.913,0.130,40.180646,-98.498590
NE,31183,00835913,Wheeler County,1489717875,1059454,575.183,0.409,41.922578,-98.520851
NE,31185,00835914,York County,1482793516,8595590,572.510,3.319,40.873056,-97.596742
NV,32001,00858638,Churchill County,12770128151,242405502,4930.574,93.593,39.537710,-118.264165
NV,32003,00863600,Clark County,20439281442,438376844,7891.651,169.258,36.214257,-115.013812
NV,32005,00858643,Douglas County,1838170211,72317570,709.722,27.922,38.905129,-119.609019
NV,32007,00857664,Elko County,44468067628,85736268,17169.218,33.103,41.141133,-115.351424
NV,32009,00858641,Esmeralda County,9277050036,18552011,3581.889,7.163,37.778966,-117.632382
NV,32011,00858640,Eureka County,10814958249,11082875,4175.679,4.279,39.977788,-116.272208
NV,32013,00863310,Humboldt County,24969533278,44196979,9640.791,17.065,41.407914,-118.127591
NV,32015,00863368,Lander County,14219341058,76104322,5490.119,29.384,39.900210,-117.047240
NV,32017,00863992,Lincoln County,27540342244,9802713,10633.386,3.785,37.634605,-114.863037
NV,32019,00858645,Lyon County,5183173279,59602530,2001.234,23.013,39.022213,-119.197425
NV,32021,00858644,Mineral County,9719815219,155746682,3752.842,60.134,38.516647,-118.416279
NV,32023,00863599,Nye County,47090938927,43207981,18181.914,16.683,37.965864,-116.459011
NV,32027,00858646,Pershing County,15634691937,79934815,6036.589,30.863,40.439639,-118.409477
NV,32029,00858642,Storey County,680962190,1871089,262.921,0.722,39.438385,-119.524646
NV,32031,00858608,Washoe County,16323099199,621146345,6302.384,239.826,40.734015,-119.662272
NV,32033,00858615,White Pine County,22985104191,54678877,8874.599,21.112,39.418234,-114.900605
NV,32510,00863219,Carson City,374669606,32587484,144.661,12.582,39.153060,-119.747379
NH,33001,00873174,Belknap County,1040130770,177190123,401.597,68.413,43.519109,-71.425366
NH,33003,00873175,Carroll County,2413880542,159255164,932.005,61.489,43.867774,-71.201560
NH,33005,00873176,Cheshire County,1830338973,57617298,706.698,22.246,42.925455,-72.248217
NH,33007,00873177,Coos County,4647904949,92563569,1794.566,35.739,44.652548,-71.289431
NH,33009,00873178,Grafton County,4425216149,106497705,1708.586,41.119,43.926439,-71.842422
NH,33011,00873179,Hillsborough County,2269876709,41633792,876.404,16.075,42.911532,-71.723055
NH,33013,00873180,Merrimack County,2415829018,57547411,932.757,22.219,43.299579,-71.680041
NH,33015,00873181,Rockingham County,1800347172,259322762,695.118,100.125,42.988599,-71.099072
NH,33017,00873182,Strafford County,951728790,39171519,367.465,15.124,43.293272,-71.035589
NH,33019,00873183,Sullivan County,1392143922,37879499,537.510,14.625,43.361188,-72.222084
NJ,34001,00882270,Atlantic County,1438982575,301062742,555.594,116.241,39.469354,-74.633758
NJ,34003,00882271,Bergen County,602848342,35417758,232.761,13.675,40.959698,-74.074727
NJ,34005,00882272,Burlington County,2069166409,55077842,798.910,21.266,39.875786,-74.663006
NJ,34007,00882273,Camden County,573287175,15729813,221.347,6.073,39.802352,-74.961251
NJ,34009,00882274,Cape May County,653004933,953575375,252.127,368.178,39.086142,-74.847716
NJ,34011,00882275,Cumberland County,1252327405,503300501,483.526,194.325,39.328434,-75.121628
NJ,34013,00882276,Essex County,326643513,8478686,126.118,3.274,40.787400,-74.246292
NJ,34015,00882277,Gloucester County,833866376,38354111,321.958,14.809,39.722875,-75.145679
NJ,34017,00882278,Hudson County,119786739,41812801,46.250,16.144,40.731375,-74.078601
NJ,34019,00882228,Hunterdon County,1108070035,24849191,427.828,9.594,40.565283,-74.911969
NJ,34021,00882229,Mercer County,581097880,11661948,224.363,4.503,40.282503,-74.703724
NJ,34023,00882230,Middlesex County,800962803,35374817,309.253,13.658,40.439613,-74.407579
NJ,34025,00882910,Monmouth County,1213125252,510444554,468.390,197.084,40.287048,-74.152446
NJ,34027,00882231,Morris County,1192817713,54393389,460.550,21.001,40.858581,-74.547427
NJ,34029,00882279,Ocean County,1628655943,740759175,628.828,286.009,39.865669,-74.258864
NJ,34031,00882232,Passaic County,481749389,32075737,186.004,12.385,41.037890,-74.298280
NJ,34033,00882233,Salem County,859463290,105439930,331.841,40.711,39.573828,-75.357356
NJ,34035,00882234,Somerset County,781820323,8006852,301.863,3.091,40.565527,-74.619938
NJ,34037,00882236,Sussex County,1343552955,43234734,518.749,16.693,41.137461,-74.691914
NJ,34039,00882235,Union County,266174384,7037555,102.771,2.717,40.659871,-74.308696
NJ,34041,00882237,Warren County,923351614,15840101,356.508,6.116,40.853491,-75.009498
NM,35001,01702363,Bernalillo County,3007078788,16475147,1161.040,6.361,35.054002,-106.669064
NM,35003,00929108,Catron County,17933560031,14194439,6924.187,5.481,33.901858,-108.392088
NM,35005,01702364,Chaves County,15708886721,25500073,6065.235,9.846,33.361604,-104.469837
NM,35006,00933051,Cibola County,11758240097,5819742,4539.882,2.247,34.932050,-108.000374
NM,35007,00929117,Colfax County,9733110086,26299615,3757.975,10.154,36.612962,-104.640126
NM,35009,00933053,Curry County,3640111191,8177604,1405.455,3.157,34.572984,-103.346055
NM,35011,00933054,De Baca County,6016761713,29147306,2323.085,11.254,34.359273,-104.368696
NM,35013,00929109,Do�a Ana County,9863101539,17658237,3808.165,6.818,32.350912,-106.832182
NM,35015,00936829,Eddy County,10816737062,56443962,4176.366,21.793,32.457835,-104.306434
NM,35017,00915980,Grant County,10259419034,15354482,3961.184,5.928,32.732087,-108.381504
NM,35019,00929111,Guadalupe County,7847069559,2890381,3029.771,1.116,34.869782,-104.784968
NM,35021,00933055,Harding County,5504963107,1162620,2125.478,0.449,35.859580,-103.851495
NM,35023,00929106,Hidalgo County,8905569096,23652656,3438.460,9.132,31.898052,-108.751929
NM,35025,01702365,Lea County,11373742011,8469170,4391.427,3.270,32.795687,-103.413271
NM,35027,00929116,Lincoln County,12512530131,554701,4831.115,0.214,33.740941,-105.449083
NM,35028,01702366,Los Alamos County,282784643,229865,109.184,0.089,35.870047,-106.307968
NM,35029,00933057,Luna County,7679944726,433660,2965.243,0.167,32.184523,-107.747191
NM,35031,00929107,McKinley County,14116799068,14078537,5450.527,5.436,35.583878,-108.253266
NM,35033,01702367,Mora County,4992675987,6093304,1927.683,2.353,35.982841,-104.921898
NM,35035,00929104,Otero County,17126441843,36956504,6612.556,14.269,32.588776,-105.781079
NM,35037,00929110,Quay County,7443335868,18727191,2873.888,7.231,35.107018,-103.548071
NM,35039,01702368,Rio Arriba County,15179716420,91476941,5860.922,35.319,36.509669,-106.693983
NM,35041,01702369,Roosevelt County,6335223796,18698694,2446.044,7.220,34.021457,-103.482725
NM,35043,00929113,Sandoval County,9606259427,13714612,3708.998,5.295,35.685091,-106.883119
NM,35045,00936844,San Juan County,14279020830,65437427,5513.161,25.266,36.511624,-108.324578
NM,35047,00929114,San Miguel County,12230072105,51380262,4722.057,19.838,35.476859,-104.803519
NM,35049,00933322,Santa Fe County,4941598720,3647895,1907.962,1.408,35.514324,-105.965771
NM,35051,01702370,Sierra County,10828768077,148156517,4181.011,57.204,33.119461,-107.188153
NM,35053,01702371,Socorro County,17213598994,5305753,6646.208,2.049,33.991658,-106.939136
NM,35055,00933056,Taos County,5704119092,3383126,2202.373,1.306,36.576529,-105.637986
NM,35057,00929112,Torrance County,8664076488,2301139,3345.219,0.888,34.554979,-105.890558
NM,35059,00929115,Union County,9903868971,18464199,3823.905,7.129,36.488085,-103.475723
NM,35061,00933052,Valencia County,2760177312,5437201,1065.710,2.099,34.716840,-106.806582
NY,36001,00974099,Albany County,1354083641,27161700,522.815,10.487,42.588240,-73.974010
NY,36003,00974100,Allegany County,2665875177,13153776,1029.300,5.079,42.247853,-78.026153
NY,36005,00974101,Bronx County,108910661,39682657,42.051,15.322,40.848711,-73.852939
NY,36007,00974102,Broome County,1827987180,25185424,705.790,9.724,42.161977,-75.830283
NY,36009,00974103,Cattaraugus County,3388637061,36604688,1308.360,14.133,42.239099,-78.662332
NY,36011,00974104,Cayuga County,1791190504,445708175,691.583,172.089,43.008546,-76.574587
NY,36013,00974105,Chautauqua County,2745973927,1139481429,1060.227,439.956,42.304216,-79.407595
NY,36015,00974106,Chemung County,1055038643,8874334,407.353,3.426,42.155280,-76.747179
NY,36017,00974107,Chenango County,2314378334,13062477,893.587,5.043,42.478024,-75.602241
NY,36019,00974108,Clinton County,2687767000,206615475,1037.753,79.775,44.752712,-73.705643
NY,36021,00974109,Columbia County,1643778342,35063763,634.666,13.538,42.247729,-73.626806
NY,36023,00974110,Cortland County,1291815779,7112822,498.773,2.746,42.594039,-76.076240
NY,36025,00974111,Delaware County,3735952964,64717114,1442.460,24.987,42.193986,-74.966728
NY,36027,00974112,Dutchess County,2060678181,76956282,795.632,29.713,41.754770,-73.740041
NY,36029,00974113,Erie County,2700574449,476965184,1042.698,184.157,42.752759,-78.778192
NY,36031,00974114,Essex County,4646734030,316369694,1794.114,122.151,44.109601,-73.778431
NY,36033,00974115,Franklin County,4219632482,176707575,1629.209,68.227,44.594376,-74.310670
NY,36035,00974116,Fulton County,1283234679,96916405,495.460,37.420,43.115609,-74.423678
NY,36037,00974117,Genesee County,1276697994,6142605,492.936,2.372,43.000910,-78.192778
NY,36039,00974118,Greene County,1676140500,28201061,647.161,10.888,42.286970,-74.149542
NY,36041,00974119,Hamilton County,4447987884,234205889,1717.378,90.427,43.657879,-74.502456
NY,36043,00974120,Herkimer County,3655805548,120422420,1411.514,46.495,43.571009,-74.841097
NY,36045,00974121,Jefferson County,3285912844,1524622410,1268.698,588.660,43.996389,-76.052968
NY,36047,00974122,Kings County,180813964,69955385,69.813,27.010,40.635045,-73.950640
NY,36049,00974123,Lewis County,3301307137,39612943,1274.642,15.295,43.782681,-75.444140
NY,36051,00974124,Livingston County,1636256623,22006106,631.762,8.497,42.727485,-77.769779
NY,36053,00974125,Madison County,1696091559,16670528,654.865,6.437,42.910026,-75.663575
NY,36055,00974126,Monroe County,1702166306,1837580224,657.210,709.494,43.464475,-77.664656
NY,36057,00974127,Montgomery County,1044067732,18598434,403.117,7.181,42.900891,-74.435357
NY,36059,00974128,Nassau County,737649064,436824706,284.808,168.659,40.729612,-73.589414
NY,36061,00974129,New York County,58677325,28554883,22.655,11.025,40.776642,-73.970187
NY,36063,00974130,Niagara County,1352887116,1598842827,522.353,617.317,43.456731,-78.792142
NY,36065,00974131,Oneida County,3139921985,117340432,1212.331,45.305,43.242727,-75.434282
NY,36067,00974132,Onondaga County,2016071028,70469619,778.409,27.208,43.006516,-76.196134
NY,36069,00974133,Ontario County,1668114458,47820988,644.063,18.464,42.856357,-77.303497
NY,36071,00974134,Orange County,2103888458,68104062,812.316,26.295,41.402410,-74.306252
NY,36073,00974135,Orleans County,1013366849,1103741896,391.263,426.157,43.502287,-78.229726
NY,36075,00974136,Oswego County,2464746080,933480216,951.644,360.419,43.461443,-76.209262
NY,36077,00974137,Otsego County,2594462130,36339122,1001.727,14.031,42.629776,-75.028841
NY,36079,00974138,Putnam County,596504171,41282800,230.312,15.939,41.427904,-73.743882
NY,36081,00974139,Queens County,281708062,179390933,108.768,69.263,40.658566,-73.838017
NY,36083,00974140,Rensselaer County,1689815932,33569457,652.442,12.961,42.710421,-73.513845
NY,36085,00974141,Richmond County,150675181,114250150,58.176,44.112,40.561263,-74.139900
NY,36087,00974142,Rockland County,449229420,66831873,173.448,25.804,41.154639,-74.024645
NY,36089,00977309,St. Lawrence County,6939259168,367916370,2679.263,142.053,44.488112,-75.074311
NY,36091,00974143,Saratoga County,2097880371,87571838,809.996,33.812,43.106135,-73.855387
NY,36093,00974144,Schenectady County,529856261,12600388,204.579,4.865,42.817539,-74.043548
NY,36095,00974145,Schoharie County,1610503573,11676949,621.819,4.508,42.591294,-74.438172
NY,36097,00974146,Schuyler County,850379111,36246374,328.333,13.995,42.419776,-76.938603
NY,36099,00974147,Seneca County,838403626,172828921,323.709,66.730,42.782294,-76.827088
NY,36101,00974148,Steuben County,3601567659,34992742,1390.573,13.511,42.266725,-77.385525
NY,36103,00974149,Suffolk County,2361434905,3784958366,911.755,1461.381,40.943554,-72.692218
NY,36105,00974150,Sullivan County,2507463254,74035009,968.137,28.585,41.719993,-74.771577
NY,36107,00974151,Tioga County,1343192583,11059913,518.610,4.270,42.178057,-76.297456
NY,36109,00974152,Tompkins County,1229335153,43793781,474.649,16.909,42.453006,-76.473483
NY,36111,00974153,Ulster County,2911757793,94596954,1124.236,36.524,41.947212,-74.265458
NY,36113,00974154,Warren County,2246154434,166682935,867.245,64.357,43.555105,-73.838139
NY,36115,00974155,Washington County,2152713679,38126891,831.167,14.721,43.312377,-73.439428
NY,36117,00974156,Wayne County,1563903156,2018194942,603.826,779.229,43.458758,-77.063164
NY,36119,00974157,Westchester County,1115031348,179949077,430.516,69.479,41.152770,-73.745912
NY,36121,00974158,Wyoming County,1535218841,9158424,592.751,3.536,42.701363,-78.228567
NY,36123,00974159,Yates County,875785686,97504774,338.143,37.647,42.638237,-77.104324
NC,37001,01008531,Alamance County,1096654283,28025249,423.421,10.821,36.043954,-79.400573
NC,37003,01008532,Alexander County,673358173,9445981,259.985,3.647,35.920951,-81.177467
NC,37005,01008533,Alleghany County,607101004,3715040,234.403,1.434,36.489356,-81.132299
NC,37007,01008534,Anson County,1376481074,14617339,531.462,5.644,34.974996,-80.109959
NC,37009,01008535,Ashe County,1100902277,8093124,425.061,3.125,36.443469,-81.499334
